,Unnamed: 0.1,Unnamed: 0,Order Id,Order Status,Shipping Mode,shipping date,order date,Customer Id,discount percent,Order Total,Item Id,Product Price,Order Quantity,Profit Per Order
1175,1966,2430,36757,PROCESSING,Standard Class,6/23/2016 13:15,6/20/2016 13:15,2456,0.100000001,62.97999954,91727,34.99000168,2,15.75
1176,1967,2431,32695,PROCESSING,Standard Class,4/28/2016 6:09,4/22/2016 6:09,4477,0.150000006,169.9799957,81804,99.98999786,2,61.70000076
1177,1968,2432,36352,PROCESSING,Standard Class,6/17/2016 15:22,6/14/2016 15:22,4427,0.150000006,54.38000107,90763,31.98999977,2,19.03000069
1178,1969,2433,36093,PROCESSING,Standard Class,6/14/2016 20:38,06/10/16 20:38,3628,0.25,149.9900055,90136,99.98999786,2,42.0
1179,1970,2434,39307,PROCESSING,Standard Class,7/30/2016 18:38,7/27/2016 18:38,3029,0.090000004,109.1800003,98133,59.99000168,2,8.18999958
1180,1971,2437,45882,PROCESSING,Standard Class,11/03/16 18:09,10/31/2016 18:09,12381,0.119999997,105.5800018,114695,59.99000168,2,9.289999962
1181,1972,2438,36996,PROCESSING,Standard Class,6/26/2016 0:59,6/24/2016 0:59,6227,0.150000006,101.9800034,92326,59.99000168,2,11.52000046
1182,1973,2439,36297,PROCESSING,Standard Class,6/16/2016 20:06,6/13/2016 20:06,1899,0.170000002,99.58000183,90633,59.99000168,2,28.87999916
1183,1974,2440,31691,PROCESSING,Standard Class,04/09/16 14:25,04/07/16 14:25,11337,0.180000007,98.37999725,79195,59.99000168,2,34.43000031
1184,1975,2441,39206,PROCESSING,Standard Class,7/28/2016 7:15,7/26/2016 7:15,5941,0.180000007,98.37999725,97868,59.99000168,2,35.70999908
1185,1978,2444,35577,PROCESSING,Standard Class,06/06/16 07:51,06/03/16 07:51,11586,0.050000001,75.98000336,88845,39.99000168,2,19.76000023
1186,1980,2448,39814,PROCESSING,Standard Class,08/09/16 04:16,08/04/16 04:16,242,0.090000004,91.0,99345,50.0,2,30.94000053
1187,1981,2449,34834,PROCESSING,Standard Class,5/28/2016 11:33,5/23/2016 11:33,7268,0.119999997,88.0,87026,50.0,2,42.24000168
1188,1983,2451,39166,PROCESSING,Standard Class,7/27/2016 17:14,7/25/2016 17:14,1958,0.150000006,67.98000336,97767,39.99000168,2,21.28000069
1189,1984,2452,32151,PROCESSING,Standard Class,4/16/2016 7:34,4/14/2016 7:34,9307,0.170000002,83.0,80403,50.0,2,0.0
1190,1986,2454,36034,PROCESSING,Standard Class,6/14/2016 23:57,06/09/16 23:57,3485,0.180000007,82.0,89958,50.0,2,2.049999952
1191,1987,2455,35296,PROCESSING,Standard Class,06/01/16 05:24,5/30/2016 5:24,5732,0.180000007,82.0,88148,50.0,2,20.5
1192,1988,2457,32574,SUSPECTED_FRAUD,Standard Class,4/25/2016 11:46,4/20/2016 11:46,1475,0.0,119.9800034,81477,59.99000168,2,32.99000168
1193,1989,2458,36222,SUSPECTED_FRAUD,Standard Class,6/15/2016 17:49,06/12/16 17:49,552,0.02,117.5800018,90441,59.99000168,2,13.28999996
1194,1990,2459,48860,SUSPECTED_FRAUD,Standard Class,12/20/2016 5:29,12/14/2016 5:29,7113,0.159999996,100.7799988,122169,59.99000168,2,4.329999924
1195,1991,2460,33121,SUSPECTED_FRAUD,Standard Class,4/30/2016 11:24,4/28/2016 11:24,10667,0.25,89.98999786,82801,59.99000168,2,26.10000038
1196,1993,2462,34814,SUSPECTED_FRAUD,Standard Class,5/28/2016 4:32,5/23/2016 4:32,2571,0.090000004,72.77999878,86977,39.99000168,2,34.20999908
1197,1995,2465,35823,SUSPECTED_FRAUD,Standard Class,06/10/16 22:02,06/06/16 22:02,5674,0.059999999,30.21999931,89461,15.98999977,2,10.97000027
1198,1997,2467,48978,CANCELED,Standard Class,12/19/2016 22:49,12/15/2016 22:49,4429,0.0,179.9700012,122461,59.99000168,3,46.79000092
1199,1999,2470,47208,CANCELED,Standard Class,11/24/2016 2:42,11/20/2016 2:42,9352,0.07,139.5,117994,50.0,3,41.84999847
1200,2002,2475,43908,PENDING,Standard Class,10/06/16 22:34,10/02/16 22:34,2035,0.129999995,156.5700073,109671,59.99000168,3,76.72000122
1201,2003,2476,50437,PENDING,Standard Class,01/09/17 05:58,01/06/17 05:58,6492,0.029999999,72.75,126030,25.0,3,32.00999832
1202,2004,2477,50566,PENDING,Standard Class,01/10/17 03:10,01/08/17 03:10,9112,0.059999999,141.75,126367,50.0,3,36.86000061
1203,2006,2479,43689,PENDING,Standard Class,10/04/16 17:51,9/29/2016 17:51,10081,0.170000002,99.58000183,109119,39.99000168,3,32.36000061
1204,2007,2480,49528,PROCESSING,Standard Class,12/27/2016 23:30,12/23/2016 23:30,6950,0.129999995,260.9700012,123790,99.98999786,3,122.6600037
1205,2008,2481,44474,PROCESSING,Standard Class,10/16/2016 4:52,10/11/16 04:52,4830,0.180000007,245.9799957,111039,99.98999786,3,21.64999962
1206,2010,2483,49765,PROCESSING,Standard Class,01/02/17 10:32,12/27/2016 10:32,6967,0.129999995,156.5700073,124397,59.99000168,3,34.45000076
1207,2012,2485,50620,PROCESSING,Standard Class,1/14/2017 22:05,01/08/17 22:05,9345,0.150000006,152.9700012,126499,59.99000168,3,38.24000168
1208,2013,2487,46636,PROCESSING,Standard Class,11/13/2016 18:19,11/11/16 18:19,3306,0.180000007,147.5800018,116586,59.99000168,3,0.0
1209,2016,2490,43157,PROCESSING,Standard Class,9/24/2016 23:28,9/21/2016 23:28,1662,0.07,139.5,107796,50.0,3,58.59000015
1210,2017,2491,48018,PROCESSING,Standard Class,12/05/16 22:29,12/01/16 22:29,2709,0.159999996,126.0,120074,50.0,3,45.74000168
1211,2020,2495,51248,SUSPECTED_FRAUD,Standard Class,1/22/2017 2:06,1/18/2017 2:06,2540,0.150000006,254.9700012,128063,99.98999786,3,22.18000031
1212,2021,2497,41569,SUSPECTED_FRAUD,Standard Class,09/03/16 19:07,8/29/2016 19:07,8841,0.050000001,170.9700012,103764,59.99000168,3,78.65000153
1213,2022,2498,10936,CANCELED,Standard Class,06/11/15 15:01,06/09/15 15:01,11822,0.07,278.9700012,27380,99.98999786,3,80.90000153
1214,2023,2499,20042,CANCELED,Standard Class,10/23/2015 13:15,10/20/2015 13:15,2386,0.039999999,172.7700043,50099,59.99000168,3,81.19999695
1215,2026,2504,44830,CANCELED,Standard Class,10/22/2016 9:35,10/16/2016 9:35,9626,0.170000002,124.5,111989,50.0,3,45.18999863
1216,2027,2506,12001,PENDING,Standard Class,6/27/2015 4:08,6/25/2015 4:08,6741,0.02,293.9700012,29986,99.98999786,3,33.22000122
1217,2028,2507,18258,PENDING,Standard Class,9/28/2015 12:14,9/24/2015 12:14,8508,0.029999999,101.8199997,45630,34.99000168,3,15.27000046
1218,2029,2509,16313,PENDING,Standard Class,8/31/2015 2:49,8/27/2015 2:49,7401,0.07,97.62000275,40721,34.99000168,3,28.30999947
1219,2032,2512,16662,PENDING,Standard Class,09/04/15 05:05,09/01/15 05:05,12341,0.02,176.3699951,41624,59.99000168,3,79.37000275
1220,2034,2514,18729,PENDING,Standard Class,10/06/15 09:15,10/01/15 09:15,7882,0.029999999,174.5700073,46818,59.99000168,3,48.88000107
1221,2035,2516,47153,PENDING,Standard Class,11/23/2016 7:26,11/19/2016 7:26,10930,0.07,167.3699951,117851,59.99000168,3,56.5699997
1222,2036,2518,15000,PENDING,Standard Class,8/13/2015 22:49,08/07/15 22:49,3884,0.07,167.3699951,37568,59.99000168,3,43.52000046
1223,2038,2521,16600,PENDING,Standard Class,09/06/15 07:22,8/31/2015 7:22,4668,0.07,167.3699951,41485,59.99000168,3,80.33999634
1224,2039,2522,62326,PENDING,Standard Class,6/30/2017 19:13,6/28/2017 19:13,6740,0.090000004,163.7700043,155809,59.99000168,3,18.18000031
1225,2040,2523,62314,PENDING,Standard Class,07/03/17 15:01,6/28/2017 15:01,3262,0.100000001,161.9700012,155782,59.99000168,3,24.29999924
1226,2043,2526,64881,PENDING,Standard Class,08/07/17 02:21,08/05/17 02:21,10957,0.129999995,156.5700073,162189,59.99000168,3,52.91999817
1227,2045,2528,61993,PENDING,Standard Class,6/27/2017 22:33,6/23/2017 22:33,11634,0.159999996,151.1699982,154997,59.99000168,3,74.08000183
1228,2046,2529,11498,PENDING,Standard Class,6/21/2015 19:54,6/17/2015 19:54,505,0.159999996,151.1699982,28770,59.99000168,3,69.54000092
1229,2048,2532,15831,PENDING,Standard Class,8/22/2015 1:57,8/20/2015 1:57,7830,0.0,119.9700012,39572,39.99000168,3,31.19000053
1230,2050,2534,68250,PENDING,Standard Class,9/29/2017 6:39,9/23/2017 6:39,619,0.02,147.0,170629,50.0,3,5.880000114
1231,2051,2535,18486,PENDING,Standard Class,9/29/2015 20:07,9/27/2015 20:07,2504,0.02,117.5699997,46211,39.99000168,3,10.35000038
1232,2056,2540,13551,PENDING,Standard Class,7/19/2015 19:10,7/17/2015 19:10,9636,0.059999999,141.75,33949,50.0,3,66.62000275
1233,2059,2543,15322,PENDING,Standard Class,8/15/2015 15:37,08/12/15 15:37,4316,0.119999997,132.0,38318,50.0,3,34.3199997
1234,2060,2544,43794,PENDING,Standard Class,10/06/16 06:38,10/01/16 06:38,791,0.129999995,130.5,109377,50.0,3,37.84999847
1235,2062,2549,73096,CLOSED,Standard Class,12/05/17 00:26,12/03/17 00:26,16649,0.25,245.8099976,176411,327.75,1,43.02000046
1236,2063,2550,73095,PENDING_PAYMENT,Standard Class,12/09/17 00:05,12/03/17 00:05,16648,0.0,327.75,176410,327.75,1,150.7700043
1237,2064,2551,73094,PENDING_PAYMENT,Standard Class,12/07/17 23:44,12/02/17 23:44,16647,0.01,324.4700012,176409,327.75,1,155.75
1238,2065,2552,73093,COMPLETE,Standard Class,12/06/17 23:23,12/02/17 23:23,16646,0.02,321.2000122,176408,327.75,1,109.2099991
1239,2066,2553,73092,PROCESSING,Standard Class,12/05/17 23:01,12/02/17 23:01,16645,0.029999999,317.9200134,176407,327.75,1,146.2400055
1240,2067,2554,73091,PENDING_PAYMENT,Standard Class,12/04/17 22:40,12/02/17 22:40,16644,0.039999999,314.6400146,176406,327.75,1,122.7099991
1241,2068,2555,73090,PENDING,Second Class,12/08/17 22:19,12/02/17 22:19,16643,0.050000001,311.3599854,176405,327.75,1,149.4499969
1242,2069,2556,73089,COMPLETE,Second Class,12/07/17 21:58,12/02/17 21:58,16642,0.059999999,309.7200012,176404,327.75,1,86.72000122
1243,2070,2557,73088,PROCESSING,Second Class,12/06/17 21:37,12/02/17 21:37,16641,0.07,304.8099976,176403,327.75,1,79.25
1244,2071,2558,73087,CANCELED,Second Class,12/05/17 21:16,12/02/17 21:16,16640,0.090000004,298.25,176402,327.75,1,74.55999756
1245,2072,2559,73086,PENDING_PAYMENT,Standard Class,12/04/17 20:55,12/02/17 20:55,16639,0.100000001,294.980011,176401,327.75,1,50.15000153
1246,2073,2560,73085,COMPLETE,Standard Class,12/08/17 20:34,12/02/17 20:34,16638,0.119999997,288.4200134,176400,327.75,1,80.76000214
1247,2074,2562,73083,CLOSED,Standard Class,12/06/17 19:52,12/02/17 19:52,16636,0.150000006,278.5899963,176398,327.75,1,136.5099945
1248,2075,2563,73082,COMPLETE,Second Class,12/05/17 19:31,12/02/17 19:31,16635,0.159999996,275.3099976,176397,327.75,1,86.16999817
1249,2076,2564,73081,PENDING_PAYMENT,First Class,12/04/17 19:10,12/02/17 19:10,16634,0.170000002,272.0299988,176396,327.75,1,125.1299973
1250,2077,2565,73080,PENDING,First Class,12/04/17 18:49,12/02/17 18:49,16633,0.180000007,268.7600098,176395,327.75,1,123.6299973
1251,2078,2566,73079,ON_HOLD,First Class,12/04/17 18:28,12/02/17 18:28,16632,0.200000003,262.2000122,176394,327.75,1,123.2300034
1252,2079,2567,73078,CLOSED,Second Class,12/06/17 18:07,12/02/17 18:07,16631,0.25,245.8099976,176393,327.75,1,120.4499969
1253,2080,2568,73077,PENDING,Second Class,12/05/17 17:46,12/02/17 17:46,16630,0.0,327.75,176392,327.75,1,55.72000122
1254,2082,2571,57353,COMPLETE,Same Day,4/17/2017 16:57,4/17/2017 4:57,5783,0.039999999,21.12000084,143455,22.0,1,9.930000305
1255,2083,2572,56552,PENDING,Same Day,04/06/17 00:20,04/05/17 12:20,27,0.07,61.38000107,141455,22.0,3,29.45999908
1256,2084,2573,56234,ON_HOLD,Second Class,04/05/17 20:55,3/31/2017 20:55,9532,0.02,43.11999893,140656,22.0,2,4.309999943
1257,2085,2574,56194,COMPLETE,Standard Class,04/05/17 06:54,3/31/2017 6:54,7279,0.0,110.0,140553,22.0,5,52.79999924
1258,2086,2575,55798,COMPLETE,First Class,3/27/2017 12:10,3/25/2017 12:10,3851,0.050000001,20.89999962,139545,22.0,1,10.44999981
1259,2087,2576,55566,PROCESSING,Standard Class,3/24/2017 2:53,3/22/2017 2:53,8372,0.059999999,20.79000092,138980,22.0,1,0.270000011
1260,2089,2579,54930,SUSPECTED_FRAUD,Standard Class,3/18/2017 20:04,03/12/17 20:04,8549,0.100000001,59.40000153,137388,22.0,3,16.04000092
1261,2090,2580,54733,PENDING,Standard Class,3/13/2017 23:03,03/09/17 23:03,1921,0.119999997,58.08000183,136880,22.0,3,2.319999933
1262,2091,2581,54673,COMPLETE,First Class,03/11/17 02:02,03/09/17 02:02,4741,0.02,107.8000031,136729,22.0,5,19.39999962
1263,2094,2584,54146,ON_HOLD,Standard Class,03/03/17 09:24,03/01/17 09:24,11017,0.150000006,56.09999847,135394,22.0,3,16.27000046
1264,2095,2585,53676,COMPLETE,Standard Class,2/24/2017 12:44,2/22/2017 12:44,3649,0.029999999,42.68000031,134182,22.0,2,14.43000031
1265,2096,2586,53543,CLOSED,Second Class,2/24/2017 14:08,2/20/2017 14:08,10076,0.039999999,42.24000168,133816,22.0,2,20.28000069
1266,2097,2587,53430,CANCELED,Standard Class,2/24/2017 22:33,2/18/2017 22:33,2137,0.07,20.45999908,133503,22.0,1,1.799999952
1267,2099,2590,53186,PROCESSING,Standard Class,2/17/2017 9:04,2/15/2017 9:04,7762,0.159999996,55.43999863,132893,22.0,3,4.820000172
1268,2103,2594,52727,COMPLETE,Second Class,02/11/17 16:15,02/08/17 16:15,263,0.059999999,83.16000366,131818,22.0,4,15.80000019
1269,2107,2599,51744,SUSPECTED_FRAUD,Second Class,1/30/2017 7:52,1/25/2017 7:52,6141,0.170000002,54.77999878,129278,22.0,3,17.14999962
1270,2108,2600,51255,PENDING_PAYMENT,Standard Class,1/24/2017 4:33,1/18/2017 4:33,6248,0.07,81.83999634,128081,22.0,4,36.00999832
1271,2109,2601,50877,PROCESSING,Standard Class,1/15/2017 16:07,01/12/17 16:07,577,0.119999997,19.36000061,127163,22.0,1,4.360000134
1272,2110,2602,50813,COMPLETE,Second Class,1/15/2017 17:42,01/11/17 17:42,7832,0.129999995,19.13999939,126994,22.0,1,4.980000019
1273,2112,2606,49696,PENDING,Standard Class,12/28/2016 10:22,12/26/2016 10:22,1873,0.119999997,38.72000122,124224,22.0,2,13.93999958
1274,2113,2607,49561,PROCESSING,Same Day,12/24/2016 23:04,12/24/2016 11:04,10087,0.090000004,80.08000183,123856,22.0,4,4.0
1275,2114,2608,49413,COMPLETE,First Class,12/24/2016 7:13,12/22/2016 7:13,1788,0.100000001,79.19999695,123511,22.0,4,29.70000076
1276,2115,2609,49302,COMPLETE,Standard Class,12/23/2016 16:20,12/20/2016 16:20,8480,0.090000004,100.0999985,123243,22.0,5,6.309999943
1277,2116,2610,49290,PENDING_PAYMENT,Standard Class,12/26/2016 12:07,12/20/2016 12:07,3241,0.100000001,99.0,123223,22.0,5,47.52000046
1278,2117,2611,49136,COMPLETE,Standard Class,12/20/2016 6:10,12/18/2016 6:10,12045,0.129999995,38.27999878,122860,22.0,2,13.39999962
1279,2118,2612,49113,PENDING_PAYMENT,Second Class,12/21/2016 22:07,12/17/2016 22:07,7465,0.150000006,37.40000153,122794,22.0,2,13.57999992
1280,2119,2613,49109,PENDING,Standard Class,12/22/2016 20:43,12/17/2016 20:43,10173,0.119999997,77.44000244,122791,22.0,4,20.12999916
1281,2121,2615,48778,COMPLETE,Standard Class,12/17/2016 0:45,12/13/2016 0:45,2247,0.159999996,36.95999908,121997,22.0,2,10.72000027
1282,2122,2616,48176,PENDING,Standard Class,12/06/16 05:50,12/04/16 05:50,251,0.159999996,18.47999954,120476,22.0,1,8.68999958
1283,2123,2617,48029,PENDING_PAYMENT,Second Class,12/07/16 02:20,12/02/16 02:20,3754,0.119999997,96.80000305,120098,22.0,5,35.13999939
1284,2125,2619,47330,PENDING_PAYMENT,Standard Class,11/27/2016 21:27,11/21/2016 21:27,6370,0.129999995,95.69999695,118318,22.0,5,44.97999954
1285,2127,2621,46838,COMPLETE,Second Class,11/18/2016 17:05,11/14/2016 17:05,3438,0.150000006,93.5,117097,22.0,5,28.04999924
1286,2128,2622,46687,PROCESSING,Second Class,11/15/2016 12:11,11/12/16 12:11,12355,0.129999995,76.55999756,116725,22.0,4,33.68999863
1287,2129,2624,46443,PROCESSING,Standard Class,11/12/16 22:42,11/08/16 22:42,9727,0.25,49.5,116120,22.0,3,13.85999966
1288,2130,2625,46411,PENDING_PAYMENT,Standard Class,11/10/16 11:29,11/08/16 11:29,3469,0.180000007,18.04000092,116025,22.0,1,5.860000134
1289,2131,2626,46305,COMPLETE,Standard Class,11/12/16 22:21,11/06/16 22:21,3964,0.159999996,92.40000153,115740,22.0,5,42.5
1290,2132,2627,46292,PENDING_PAYMENT,Standard Class,11/09/16 17:47,11/06/16 17:47,1169,0.200000003,17.60000038,115708,22.0,1,0.349999994
1291,2133,2628,45780,COMPLETE,Second Class,11/05/16 06:25,10/30/2016 6:25,2615,0.25,16.5,114437,22.0,1,4.789999962
1292,2135,2630,45583,COMPLETE,Standard Class,10/31/2016 9:24,10/27/2016 9:24,12221,0.150000006,74.80000305,113924,22.0,4,14.96000004
1293,2136,2631,45285,PENDING,Second Class,10/29/2016 1:00,10/23/2016 1:00,7621,0.180000007,36.08000183,113149,22.0,2,2.160000086
1294,2137,2632,45232,ON_HOLD,Second Class,10/25/2016 6:26,10/22/2016 6:26,321,0.200000003,35.20000076,113005,22.0,2,11.02000046
1295,2138,2634,44964,ON_HOLD,First Class,10/20/2016 8:32,10/18/2016 8:32,10802,0.01,21.78000069,112297,22.0,1,5.659999847
1296,2140,2636,44567,CLOSED,Standard Class,10/15/2016 13:27,10/12/16 13:27,2588,0.01,43.56000137,111274,22.0,2,14.72000027
1297,2142,2638,44477,COMPLETE,Same Day,10/11/16 17:55,10/11/16 05:55,1495,0.01,65.33999634,111044,22.0,3,3.920000076
1298,2144,2640,44279,PENDING_PAYMENT,Standard Class,10/13/2016 8:33,10/08/16 08:33,11412,0.159999996,73.91999817,110549,22.0,4,5.539999962
1299,2145,2642,42925,COMPLETE,Second Class,9/24/2016 14:11,9/18/2016 14:11,3246,0.02,64.68000031,107227,22.0,3,29.11000061
1300,2149,2647,41735,COMPLETE,Same Day,09/01/16 17:16,09/01/16 05:16,7114,0.029999999,42.68000031,104199,22.0,2,4.269999981
1301,2151,2651,40894,PENDING_PAYMENT,Standard Class,8/24/2016 22:38,8/19/2016 22:38,10499,0.039999999,42.24000168,102063,22.0,2,13.93999958
1302,2153,2653,40278,ON_HOLD,Standard Class,8/14/2016 22:49,08/10/16 22:49,7576,0.059999999,20.79000092,100494,22.0,1,3.74000001
1303,2154,2654,40153,COMPLETE,Standard Class,8/13/2016 3:02,08/09/16 03:02,11187,0.050000001,62.70000076,100196,22.0,3,4.699999809
1304,2155,2655,40035,PENDING_PAYMENT,Standard Class,8/13/2016 9:41,08/07/16 09:41,9742,0.059999999,62.36999893,99897,22.0,3,28.0699997
1305,2156,2657,39767,PROCESSING,Standard Class,08/06/16 11:48,08/03/16 11:48,4316,0.07,20.45999908,99228,22.0,1,5.730000019
1306,2157,2658,39765,PROCESSING,First Class,08/05/16 11:06,08/03/16 11:06,10582,0.25,66.0,99218,22.0,4,17.36000061
1307,2158,2661,39562,PROCESSING,First Class,08/02/16 11:58,7/31/2016 11:58,8807,0.050000001,41.79999924,98754,22.0,2,18.80999947
1308,2159,2662,39540,SUSPECTED_FRAUD,Second Class,08/06/16 04:16,7/31/2016 4:16,11616,0.100000001,59.40000153,98704,22.0,3,29.11000061
1309,2160,2663,39465,PENDING_PAYMENT,First Class,08/01/16 01:59,7/30/2016 1:59,711,0.119999997,58.08000183,98524,22.0,3,18.87999916
1310,2161,2664,39191,PENDING_PAYMENT,Standard Class,7/28/2016 2:00,7/26/2016 2:00,6499,0.180000007,90.19999695,97820,22.0,5,28.22999954
1311,2162,2665,39006,CANCELED,Same Day,7/23/2016 21:11,7/23/2016 9:11,8572,0.090000004,20.02000046,97376,22.0,1,1.200000048
1312,2163,2666,38776,PENDING_PAYMENT,Standard Class,7/22/2016 0:36,7/20/2016 0:36,7994,0.059999999,41.58000183,96811,22.0,2,15.09000015
1313,2165,2668,38383,COMPLETE,Standard Class,7/18/2016 6:55,7/14/2016 6:55,5845,0.100000001,19.79999924,95790,22.0,1,6.929999828
1314,2166,2670,38256,PENDING_PAYMENT,Standard Class,7/14/2016 10:25,07/12/16 10:25,11757,0.07,40.91999817,95496,22.0,2,20.04999924
1315,2168,2672,37702,PENDING,First Class,07/06/16 08:20,07/04/16 08:20,9129,0.129999995,19.13999939,94114,22.0,1,4.400000095
1316,2169,2673,37565,PENDING_PAYMENT,Standard Class,07/08/16 08:20,07/02/16 08:20,9326,0.129999995,57.41999817,93764,22.0,3,4.309999943
1317,2170,2674,37186,COMPLETE,Standard Class,6/28/2016 19:33,6/26/2016 19:33,2641,0.150000006,18.70000076,92812,22.0,1,1.870000005
1318,2174,2679,36289,PENDING,Second Class,6/18/2016 17:18,6/13/2016 17:18,10291,0.0,88.0,90607,22.0,4,36.08000183
1319,2175,2680,36238,COMPLETE,Second Class,6/16/2016 23:26,06/12/16 23:26,11044,0.02,107.8000031,90484,22.0,5,18.87000084
1320,2177,2682,35746,SUSPECTED_FRAUD,Same Day,06/06/16 07:03,06/05/16 19:03,1804,0.02,86.23999786,89273,22.0,4,9.75
1321,2178,2686,35193,PENDING_PAYMENT,Standard Class,06/01/16 17:19,5/28/2016 17:19,614,0.039999999,84.48000336,87900,22.0,4,39.70999908
1322,2179,2688,34137,PROCESSING,Standard Class,5/16/2016 7:21,5/13/2016 7:21,7735,0.100000001,39.59999847,85222,22.0,2,3.960000038
1323,2180,2690,33884,PENDING,Standard Class,5/14/2016 14:43,05/09/16 14:43,6199,0.050000001,104.5,84585,22.0,5,37.93000031
1324,2181,2691,33847,PENDING_PAYMENT,First Class,05/11/16 01:45,05/09/16 01:45,6817,0.129999995,38.27999878,84489,22.0,2,5.739999771
1325,2182,2692,33811,PENDING_PAYMENT,Standard Class,05/10/16 13:08,05/08/16 13:08,7226,0.170000002,18.26000023,84394,22.0,1,1.610000014
1326,2183,2693,33575,PROCESSING,Standard Class,05/11/16 02:28,05/05/16 02:28,4061,0.159999996,55.43999863,83812,22.0,3,16.07999992
1327,2184,2694,33411,COMPLETE,Standard Class,05/04/16 17:00,05/02/16 17:00,12418,0.050000001,83.59999847,83427,22.0,4,30.35000038
1328,2185,2695,33238,PROCESSING,Standard Class,05/04/16 04:24,4/30/2016 4:24,12142,0.150000006,37.40000153,83049,22.0,2,1.870000005
1329,2186,2696,32595,PENDING_PAYMENT,Standard Class,4/26/2016 19:07,4/20/2016 19:07,8810,0.159999996,36.95999908,81525,22.0,2,10.35000038
1330,2188,2700,32030,CLOSED,Standard Class,4/18/2016 13:11,04/12/16 13:11,1812,0.180000007,36.08000183,80081,22.0,2,9.739999771
1331,2189,2701,31346,CLOSED,Standard Class,04/04/16 13:32,04/02/16 13:32,8677,0.200000003,17.60000038,78358,22.0,1,4.400000095
1332,2190,2702,31241,CANCELED,Second Class,04/03/16 00:45,04/01/16 00:45,11388,0.25,16.5,78082,22.0,1,1.450000048
1333,2191,2703,30955,COMPLETE,Standard Class,04/02/16 20:33,3/27/2016 20:33,5621,0.200000003,35.20000076,77366,22.0,2,8.800000191
1334,2192,2704,30805,PROCESSING,Standard Class,3/31/2016 16:00,3/25/2016 16:00,9872,0.25,33.0,76961,22.0,2,2.480000019
1335,2193,2705,30317,PROCESSING,Standard Class,3/21/2016 13:02,3/18/2016 13:02,757,0.059999999,103.9499969,75770,22.0,5,35.13999939
1336,2194,2706,30159,PENDING_PAYMENT,Standard Class,3/21/2016 5:41,3/16/2016 5:41,8370,0.170000002,54.77999878,75386,22.0,3,19.17000008
1337,2195,2708,29771,ON_HOLD,First Class,03/12/16 13:45,03/10/16 13:45,312,0.01,21.78000069,74493,22.0,1,6.820000172
1338,2197,2711,29129,PENDING,First Class,03/03/16 04:50,03/01/16 04:50,11413,0.01,43.56000137,72895,22.0,2,2.180000067
1339,2199,2713,28678,PENDING_PAYMENT,Standard Class,2/27/2016 14:49,2/23/2016 14:49,2097,0.029999999,42.68000031,71782,22.0,2,5.679999828
1340,2200,2715,28229,PENDING_PAYMENT,Standard Class,2/22/2016 1:31,2/17/2016 1:31,2583,0.039999999,42.24000168,70604,22.0,2,19.85000038
1341,2202,2718,27972,CLOSED,Second Class,2/16/2016 7:29,2/13/2016 7:29,12289,0.029999999,21.34000015,70005,22.0,1,10.67000008
1342,2203,2719,27869,COMPLETE,Second Class,2/16/2016 19:24,02/11/16 19:24,10154,0.07,102.3000031,69766,22.0,5,34.58000183
1343,2204,2720,27693,PENDING_PAYMENT,Standard Class,2/13/2016 5:44,02/09/16 05:44,7329,0.039999999,21.12000084,69336,22.0,1,4.650000095
1344,2205,2721,27575,PENDING_PAYMENT,Second Class,2/13/2016 12:24,02/07/16 12:24,7365,0.050000001,41.79999924,69029,22.0,2,15.17000008
1345,2206,2722,26895,CLOSED,Standard Class,02/03/16 14:09,1/28/2016 14:09,1393,0.059999999,41.58000183,67386,22.0,2,13.72000027
1346,2208,2724,26823,PROCESSING,Same Day,1/28/2016 0:56,1/27/2016 12:56,1725,0.07,40.91999817,67203,22.0,2,11.46000004
1347,2209,2725,26599,PENDING_PAYMENT,Second Class,1/29/2016 6:27,1/24/2016 6:27,9713,0.090000004,100.0999985,66607,22.0,5,3.0
1348,2210,2726,26525,COMPLETE,Second Class,1/29/2016 4:32,1/23/2016 4:32,8184,0.090000004,80.08000183,66404,22.0,4,24.02000046
1349,2213,2730,26119,COMPLETE,Standard Class,1/22/2016 6:17,1/17/2016 6:17,10469,0.119999997,77.44000244,65392,22.0,4,25.17000008
1350,2214,2731,26116,ON_HOLD,Standard Class,1/19/2016 5:14,1/17/2016 5:14,1152,0.100000001,99.0,65382,22.0,5,29.70000076
1351,2215,2732,26020,CLOSED,Standard Class,1/21/2016 19:36,1/15/2016 19:36,7481,0.119999997,96.80000305,65123,22.0,5,44.52999878
1352,2216,2734,25897,COMPLETE,Same Day,1/14/2016 12:31,1/14/2016 0:31,6405,0.01,65.33999634,64819,22.0,3,3.269999981
1353,2217,2737,25064,PROCESSING,Standard Class,01/06/16 20:41,01/01/16 20:41,7960,0.129999995,76.55999756,62804,22.0,4,37.50999832
1354,2218,2738,24952,PENDING,Standard Class,01/03/16 05:26,12/31/2015 5:26,12192,0.100000001,39.59999847,62525,22.0,2,13.38000011
1355,2219,2739,24927,COMPLETE,First Class,01/01/16 20:41,12/30/2015 20:41,5415,0.119999997,38.72000122,62454,22.0,2,14.06000042
1356,2220,2740,24755,COMPLETE,Same Day,12/28/2015 20:25,12/28/2015 8:25,4012,0.02,64.68000031,62008,22.0,3,29.11000061
1357,2221,2741,24529,COMPLETE,First Class,12/27/2015 1:15,12/25/2015 1:15,7864,0.129999995,38.27999878,61397,22.0,2,17.61000061
